"","P1","P2","P3","P4","P5","P6","P7","P8"
"898","Chocolate Meringue","Apple Danish",NA,NA,NA,NA,NA,NA
"899","Coffee Eclair","Napoleon Cake","Marzipan Cookie",NA,NA,NA,NA,NA
"900","Truffle Cake","Apricot Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"901","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"902","Vanilla Meringue","Blueberry Danish","Green Tea",NA,NA,NA,NA,NA
"903","Apple Tart","Vanilla Meringue","Almond Bear Claw",NA,NA,NA,NA,NA
"904","Lemon Cake","Blueberry Tart","Pecan Tart","Lemon Lemonade",NA,NA,NA,NA
"905","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"906","Chocolate Eclair","Tuile Cookie","Almond Twist","Almond Bear Claw","Single Espresso",NA,NA,NA
"907","Berry Tart","Blueberry Tart","Chocolate Tart","Cherry Tart","Vanilla Meringue","Apple Croissant",NA,NA
"908","Almond Twist","Bottled Water",NA,NA,NA,NA,NA,NA
"909","Apple Pie","Almond Croissant",NA,NA,NA,NA,NA,NA
"910","Gongolais Cookie","Tuile Cookie","Raspberry Lemonade","Cherry Soda",NA,NA,NA,NA
"911","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"912","Strawberry Cake","Truffle Cake","Coffee Eclair","Ganache Cookie",NA,NA,NA,NA
"913","Opera Cake","Napoleon Cake","Cherry Tart","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"914","Truffle Cake","Marzipan Cookie","Tuile Cookie","Orange Juice",NA,NA,NA,NA
"915","Truffle Cake","Gongolais Cookie","Apple Croissant",NA,NA,NA,NA,NA
"916","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"917","Strawberry Cake","Napoleon Cake","Blackberry Tart",NA,NA,NA,NA,NA
"918","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"919","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"920","Lemon Lemonade",NA,NA,NA,NA,NA,NA,NA
"921","Lemon Cake","Vanilla Eclair","Berry Tart","Lemon Tart",NA,NA,NA,NA
"922","Berry Tart","Apple Croissant","Bottled Water",NA,NA,NA,NA,NA
"923","Chocolate Eclair","Tuile Cookie","Cheese Croissant","Blueberry Danish",NA,NA,NA,NA
"924","Chocolate Cake","Chocolate Eclair","Blueberry Tart","Almond Croissant","Blueberry Danish","Vanilla Frappuccino",NA,NA
"925","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"926","Lemon Cake","Apple Danish","Chocolate Coffee",NA,NA,NA,NA,NA
"927","Marzipan Cookie","Orange Juice","Bottled Water",NA,NA,NA,NA,NA
"928","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"929","Pecan Tart",NA,NA,NA,NA,NA,NA,NA
"930","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"931","Almond Tart","Blueberry Tart","Vanilla Meringue",NA,NA,NA,NA,NA
"932","Apricot Tart","Apple Danish","Orange Juice",NA,NA,NA,NA,NA
"933","Apple Tart","Cheese Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA
"934","Strawberry Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"935","Lemon Cake","Lemon Tart","Blueberry Danish",NA,NA,NA,NA,NA
"936","Lemon Cake","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA
"937","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"938","Blueberry Tart","Apricot Croissant","Raspberry Lemonade","Hot Coffee",NA,NA,NA,NA
"939","Blueberry Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"940","Apple Tart","Apricot Tart","Apple Croissant","Apricot Danish","Apple Danish","Raspberry Lemonade","Bottled Water",NA
"941","Chocolate Eclair","Napoleon Cake","Lemon Tart","Lemon Cookie","Bottled Water",NA,NA,NA
"942","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"943","Truffle Cake","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"944","Chocolate Cake","Casino Cake","Pecan Tart","Bottled Water","Chocolate Coffee",NA,NA,NA
"945","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"946","Strawberry Cake","Apple Tart","Berry Tart","Lemon Tart","Apricot Croissant","Cherry Soda",NA,NA
"947","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"948","Chocolate Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"949","Lemon Cake","Almond Tart","Apricot Tart","Lemon Tart","Chocolate Meringue","Vanilla Meringue","Cheese Croissant","Blueberry Danish"
"950","Coffee Eclair","Blackberry Tart","Blueberry Tart",NA,NA,NA,NA,NA
"951","Strawberry Cake","Walnut Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"952","Berry Tart","Pecan Tart","Lemon Lemonade","Green Tea",NA,NA,NA,NA
"953","Coffee Eclair","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"954","Opera Cake","Cherry Tart","Hot Coffee","Vanilla Frappuccino",NA,NA,NA,NA
"955","Lemon Tart","Walnut Cookie","Green Tea",NA,NA,NA,NA,NA
"956","Napoleon Cake","Blueberry Tart",NA,NA,NA,NA,NA,NA
"957","Chocolate Cake","Pecan Tart","Orange Juice",NA,NA,NA,NA,NA
"958","Truffle Cake","Almond Tart","Apricot Croissant","Cheese Croissant","Blueberry Danish","Bottled Water",NA,NA
"959","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"960","Truffle Cake","Gongolais Cookie","Chocolate Meringue","Walnut Cookie","Almond Twist","Green Tea",NA,NA
"961","Lemon Tart",NA,NA,NA,NA,NA,NA,NA
"962","Strawberry Cake","Blueberry Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"963","Napoleon Cake","Chocolate Tart","Bottled Water","Hot Coffee",NA,NA,NA,NA
"964","Coffee Eclair","Blackberry Tart","Walnut Cookie",NA,NA,NA,NA,NA
"965","Coffee Eclair","Apple Pie","Marzipan Cookie","Almond Twist","Blueberry Danish","Hot Coffee","Single Espresso",NA
"966","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"967","Chocolate Croissant","Single Espresso",NA,NA,NA,NA,NA,NA
"968","Apple Croissant",NA,NA,NA,NA,NA,NA,NA
"969","Chocolate Meringue","Cheese Croissant","Orange Juice","Hot Coffee",NA,NA,NA,NA
"970","Blueberry Tart","Marzipan Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"971","Chocolate Meringue","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"972","Chocolate Eclair","Napoleon Cake","Blackberry Tart","Lemon Cookie","Chocolate Meringue","Lemon Lemonade","Hot Coffee",NA
"973","Coffee Eclair","Vanilla Eclair","Napoleon Cake","Apple Pie","Walnut Cookie","Almond Twist","Hot Coffee",NA
"974","Ganache Cookie","Apple Danish",NA,NA,NA,NA,NA,NA
"975","Truffle Cake","Coffee Eclair","Berry Tart","Chocolate Tart","Gongolais Cookie",NA,NA,NA
"976","Almond Bear Claw","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"977","Casino Cake","Coffee Eclair","Blackberry Tart","Gongolais Cookie","Chocolate Meringue","Cheese Croissant","Raspberry Lemonade",NA
"978","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"979","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"980","Vanilla Eclair","Cherry Tart","Tuile Cookie",NA,NA,NA,NA,NA
"981","Apricot Tart",NA,NA,NA,NA,NA,NA,NA
"982","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"983","Marzipan Cookie","Tuile Cookie","Almond Bear Claw","Cherry Soda",NA,NA,NA,NA
"984","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"985","Blueberry Tart","Pecan Tart","Apricot Croissant","Apple Danish",NA,NA,NA,NA
"986","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"987","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"988","Gongolais Cookie","Apple Croissant","Blueberry Danish",NA,NA,NA,NA,NA
"989","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"990","Chocolate Croissant",NA,NA,NA,NA,NA,NA,NA
"991","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"992","Chocolate Cake",NA,NA,NA,NA,NA,NA,NA
"993","Opera Cake","Chocolate Eclair","Apricot Tart",NA,NA,NA,NA,NA
"994","Opera Cake","Walnut Cookie","Bottled Water",NA,NA,NA,NA,NA
"995","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Hot Coffee",NA,NA,NA,NA
"996","Casino Cake","Almond Tart","Gongolais Cookie","Apple Croissant","Cheese Croissant","Chocolate Coffee",NA,NA
"997","Casino Cake","Chocolate Eclair","Gongolais Cookie","Apricot Croissant",NA,NA,NA,NA
"998","Chocolate Cake","Strawberry Cake","Napoleon Cake","Almond Croissant","Cheese Croissant",NA,NA,NA
"999","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1000","Blackberry Tart","Chocolate Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA
