"","P1","P2","P3","P4","P5","P6","P7","P8"
"16819","Chocolate Cake","Opera Cake","Chocolate Eclair","Apricot Tart","Lemon Cookie","Apricot Croissant","Hot Coffee","Chocolate Coffee"
"16820","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16821","Berry Tart","Lemon Tart","Apple Croissant","Chocolate Coffee",NA,NA,NA,NA
"16822","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"16823","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"16824","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"16825","Apple Pie","Blackberry Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA
"16826","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"16827","Berry Tart","Chocolate Tart","Bottled Water",NA,NA,NA,NA,NA
"16828","Opera Cake","Apricot Tart","Berry Tart","Lemon Cookie","Apricot Danish","Orange Juice",NA,NA
"16829","Blueberry Tart","Orange Juice","Cherry Soda",NA,NA,NA,NA,NA
"16830","Napoleon Cake","Almond Tart","Almond Croissant","Apricot Danish",NA,NA,NA,NA
"16831","Berry Tart",NA,NA,NA,NA,NA,NA,NA
"16832","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"16833","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"16834","Almond Tart","Almond Croissant","Blueberry Danish","Hot Coffee",NA,NA,NA,NA
"16835","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"16836","Strawberry Cake","Napoleon Cake","Hot Coffee",NA,NA,NA,NA,NA
"16837","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"16838","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"16839","Truffle Cake","Apple Pie","Apple Croissant","Chocolate Croissant","Orange Juice",NA,NA,NA
"16840","Casino Cake","Opera Cake","Truffle Cake","Blueberry Tart","Cherry Tart","Apricot Danish","Almond Twist","Orange Juice"
"16841","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"16842","Strawberry Cake","Napoleon Cake","Raspberry Cookie",NA,NA,NA,NA,NA
"16843","Chocolate Cake","Truffle Cake","Apple Croissant",NA,NA,NA,NA,NA
"16844","Casino Cake","Opera Cake","Cherry Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA
"16845","Coffee Eclair","Apricot Tart","Blackberry Tart","Lemon Cookie","Apple Danish","Orange Juice","Single Espresso",NA
"16846","Strawberry Cake","Apricot Tart","Vanilla Meringue","Vanilla Frappuccino",NA,NA,NA,NA
"16847","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"16848","Napoleon Cake","Apple Tart","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA
"16849","Opera Cake","Coffee Eclair","Apple Tart","Apricot Tart","Hot Coffee",NA,NA,NA
"16850","Chocolate Cake","Gongolais Cookie","Apricot Croissant","Raspberry Lemonade",NA,NA,NA,NA
"16851","Strawberry Cake","Almond Croissant","Almond Bear Claw","Raspberry Lemonade","Bottled Water",NA,NA,NA
"16852","Strawberry Cake","Cheese Croissant","Almond Twist",NA,NA,NA,NA,NA
"16853","Berry Tart","Blueberry Tart","Bottled Water",NA,NA,NA,NA,NA
"16854","Vanilla Meringue","Almond Bear Claw","Blueberry Danish","Lemon Lemonade","Orange Juice",NA,NA,NA
"16855","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"16856","Lemon Cake","Berry Tart","Orange Juice",NA,NA,NA,NA,NA
"16857","Chocolate Eclair","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"16858","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"16859","Strawberry Cake","Napoleon Cake","Apple Tart","Almond Croissant","Green Tea",NA,NA,NA
"16860","Casino Cake","Chocolate Croissant","Single Espresso",NA,NA,NA,NA,NA
"16861","Apple Tart","Orange Juice",NA,NA,NA,NA,NA,NA
"16862","Apricot Tart","Raspberry Cookie","Lemon Cookie","Almond Bear Claw",NA,NA,NA,NA
"16863","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16864","Casino Cake","Apricot Tart","Single Espresso",NA,NA,NA,NA,NA
"16865","Apricot Danish","Almond Twist",NA,NA,NA,NA,NA,NA
"16866","Almond Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"16867","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"16868","Coffee Eclair","Blackberry Tart","Blueberry Tart",NA,NA,NA,NA,NA
"16869","Napoleon Cake","Almond Croissant","Apricot Croissant","Blueberry Danish",NA,NA,NA,NA
"16870","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"16871","Cherry Tart","Raspberry Cookie",NA,NA,NA,NA,NA,NA
"16872","Tuile Cookie",NA,NA,NA,NA,NA,NA,NA
"16873","Cherry Tart","Blueberry Danish",NA,NA,NA,NA,NA,NA
"16874","Berry Tart","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"16875","Apple Tart","Walnut Cookie","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"16876","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16877","Chocolate Cake","Chocolate Tart","Cheese Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"16878","Lemon Cake","Opera Cake",NA,NA,NA,NA,NA,NA
"16879","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"16880","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"16881","Lemon Cake","Coffee Eclair","Apple Pie","Blackberry Tart","Cherry Soda",NA,NA,NA
"16882","Opera Cake","Truffle Cake","Apricot Tart","Pecan Tart","Ganache Cookie","Hot Coffee",NA,NA
"16883","Opera Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"16884","Ganache Cookie","Raspberry Cookie","Lemon Cookie","Vanilla Meringue","Tuile Cookie","Single Espresso",NA,NA
"16885","Truffle Cake","Gongolais Cookie","Walnut Cookie","Cheese Croissant","Blueberry Danish",NA,NA,NA
"16886","Lemon Cake","Lemon Tart","Cheese Croissant",NA,NA,NA,NA,NA
"16887","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"16888","Lemon Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"16889","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"16890","Lemon Cake","Lemon Tart","Walnut Cookie","Single Espresso",NA,NA,NA,NA
"16891","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"16892","Berry Tart","Blackberry Tart","Bottled Water",NA,NA,NA,NA,NA
"16893","Chocolate Cake","Marzipan Cookie","Tuile Cookie","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"16894","Almond Tart","Almond Croissant","Chocolate Croissant","Lemon Lemonade","Hot Coffee",NA,NA,NA
"16895","Blueberry Tart","Ganache Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"16896","Lemon Cake","Napoleon Cake","Cherry Tart","Lemon Tart","Lemon Cookie","Lemon Lemonade",NA,NA
"16897","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"16898","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16899","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"16900","Coffee Eclair","Apple Pie","Tuile Cookie","Cheese Croissant","Almond Twist","Hot Coffee",NA,NA
"16901","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"16902","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"16903","Vanilla Eclair","Chocolate Meringue","Raspberry Lemonade",NA,NA,NA,NA,NA
"16904","Cherry Tart","Apricot Danish","Apple Danish",NA,NA,NA,NA,NA
"16905","Truffle Cake","Gongolais Cookie","Apple Danish",NA,NA,NA,NA,NA
"16906","Lemon Cake","Strawberry Cake","Cherry Tart","Chocolate Croissant","Blueberry Danish",NA,NA,NA
"16907","Gongolais Cookie","Almond Bear Claw","Orange Juice",NA,NA,NA,NA,NA
"16908","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"16909","Chocolate Meringue","Tuile Cookie","Almond Bear Claw",NA,NA,NA,NA,NA
"16910","Coffee Eclair","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"16911","Apple Pie","Berry Tart","Orange Juice","Bottled Water",NA,NA,NA,NA
"16912","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"16913","Chocolate Cake","Casino Cake","Gongolais Cookie","Orange Juice","Hot Coffee","Chocolate Coffee","Single Espresso",NA
"16914","Casino Cake","Vanilla Eclair","Chocolate Tart","Walnut Cookie","Cherry Soda",NA,NA,NA
"16915","Strawberry Cake","Napoleon Cake","Blueberry Tart","Chocolate Tart","Ganache Cookie","Lemon Lemonade","Cherry Soda",NA
"16916","Chocolate Tart","Walnut Cookie","Chocolate Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"16917","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"16918","Chocolate Eclair","Vanilla Eclair","Single Espresso",NA,NA,NA,NA,NA
"16919","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"16920","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16921","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16922","Berry Tart","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"16923","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"16924","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"16925","Berry Tart","Lemon Tart","Tuile Cookie","Apple Danish","Almond Bear Claw",NA,NA,NA
"16926","Lemon Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"16927","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"16928","Lemon Cake","Coffee Eclair","Berry Tart",NA,NA,NA,NA,NA
"16929","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"16930","Apple Pie","Tuile Cookie","Apple Croissant","Chocolate Croissant","Apple Danish",NA,NA,NA
"16931","Chocolate Tart","Almond Croissant","Apricot Danish","Vanilla Frappuccino",NA,NA,NA,NA
"16932","Berry Tart","Bottled Water","Hot Coffee",NA,NA,NA,NA,NA
"16933","Strawberry Cake","Napoleon Cake","Hot Coffee",NA,NA,NA,NA,NA
"16934","Truffle Cake","Blackberry Tart","Gongolais Cookie","Blueberry Danish",NA,NA,NA,NA
"16935","Apple Pie","Ganache Cookie","Orange Juice",NA,NA,NA,NA,NA
"16936","Vanilla Eclair",NA,NA,NA,NA,NA,NA,NA
"16937","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"16938","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16939","Strawberry Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"16940","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16941","Chocolate Tart","Walnut Cookie","Green Tea","Vanilla Frappuccino",NA,NA,NA,NA
"16942","Strawberry Cake","Apricot Tart","Walnut Cookie","Almond Croissant","Green Tea","Single Espresso",NA,NA
"16943","Vanilla Eclair","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"16944","Strawberry Cake","Apricot Croissant","Cheese Croissant","Apricot Danish",NA,NA,NA,NA
"16945","Blackberry Tart","Green Tea",NA,NA,NA,NA,NA,NA
"16946","Truffle Cake","Coffee Eclair","Napoleon Cake","Apple Pie","Apple Tart","Cheese Croissant",NA,NA
"16947","Lemon Cake","Tuile Cookie","Bottled Water",NA,NA,NA,NA,NA
"16948","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"16949","Tuile Cookie","Cheese Croissant","Almond Bear Claw","Orange Juice","Chocolate Coffee",NA,NA,NA
"16950","Strawberry Cake","Napoleon Cake","Apple Pie",NA,NA,NA,NA,NA
"16951","Chocolate Cake","Tuile Cookie","Walnut Cookie","Hot Coffee",NA,NA,NA,NA
"16952","Berry Tart","Chocolate Croissant","Orange Juice",NA,NA,NA,NA,NA
"16953","Gongolais Cookie","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"16954","Blueberry Danish","Green Tea",NA,NA,NA,NA,NA,NA
"16955","Apple Pie","Berry Tart","Blackberry Tart","Lemon Tart",NA,NA,NA,NA
"16956","Chocolate Eclair","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"16957","Apple Pie","Apricot Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"16958","Strawberry Cake","Napoleon Cake","Apricot Tart","Vanilla Frappuccino",NA,NA,NA,NA
"16959","Tuile Cookie","Apricot Croissant",NA,NA,NA,NA,NA,NA
"16960","Lemon Cake","Lemon Tart","Raspberry Cookie",NA,NA,NA,NA,NA
"16961","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16962","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"16963","Lemon Cake","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"16964","Chocolate Cake","Coffee Eclair","Apple Pie","Marzipan Cookie","Cheese Croissant","Orange Juice",NA,NA
"16965","Chocolate Cake","Casino Cake","Strawberry Cake","Blackberry Tart","Marzipan Cookie","Orange Juice","Green Tea","Chocolate Coffee"
"16966","Coffee Eclair","Cheese Croissant","Hot Coffee",NA,NA,NA,NA,NA
"16967","Vanilla Eclair","Orange Juice",NA,NA,NA,NA,NA,NA
"16968","Lemon Cake","Lemon Tart","Apricot Croissant",NA,NA,NA,NA,NA
"16969","Truffle Cake","Napoleon Cake","Raspberry Cookie",NA,NA,NA,NA,NA
"16970","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"16971","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"16972","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16973","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"16974","Marzipan Cookie","Tuile Cookie","Apricot Danish","Almond Bear Claw",NA,NA,NA,NA
"16975","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"16976","Coffee Eclair","Blackberry Tart","Almond Croissant","Single Espresso",NA,NA,NA,NA
"16977","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA,NA
"16978","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16979","Strawberry Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"16980","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"16981","Chocolate Meringue","Apple Danish",NA,NA,NA,NA,NA,NA
"16982","Tuile Cookie",NA,NA,NA,NA,NA,NA,NA
"16983","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16984","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"16985","Marzipan Cookie","Tuile Cookie","Almond Bear Claw","Vanilla Frappuccino",NA,NA,NA,NA
"16986","Vanilla Eclair","Almond Tart","Vanilla Meringue",NA,NA,NA,NA,NA
"16987","Chocolate Cake","Truffle Cake","Ganache Cookie","Raspberry Cookie",NA,NA,NA,NA
"16988","Apple Croissant","Blueberry Danish",NA,NA,NA,NA,NA,NA
"16989","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"16990","Strawberry Cake","Chocolate Tart","Tuile Cookie",NA,NA,NA,NA,NA
"16991","Almond Tart","Tuile Cookie","Almond Bear Claw","Hot Coffee",NA,NA,NA,NA
"16992","Casino Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"16993","Vanilla Eclair","Chocolate Tart","Marzipan Cookie","Walnut Cookie",NA,NA,NA,NA
"16994","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"16995","Opera Cake","Strawberry Cake","Apple Tart",NA,NA,NA,NA,NA
"16996","Cherry Tart","Lemon Tart","Almond Twist","Hot Coffee",NA,NA,NA,NA
"16997","Chocolate Cake","Casino Cake","Coffee Eclair","Almond Tart","Blueberry Tart","Chocolate Croissant",NA,NA
"16998","Opera Cake","Strawberry Cake","Napoleon Cake","Tuile Cookie","Single Espresso",NA,NA,NA
"16999","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"17000","Coffee Eclair","Apple Tart","Apricot Tart","Chocolate Tart","Almond Croissant","Lemon Lemonade","Raspberry Lemonade","Single Espresso"
"17001","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17002","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17003","Strawberry Cake","Napoleon Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17004","Strawberry Cake","Marzipan Cookie","Tuile Cookie","Almond Twist",NA,NA,NA,NA
"17005","Opera Cake","Cherry Tart","Raspberry Cookie","Apricot Danish",NA,NA,NA,NA
"17006","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17007","Apple Pie","Cherry Soda",NA,NA,NA,NA,NA,NA
"17008","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17009","Coffee Eclair","Apple Pie","Vanilla Meringue","Almond Twist",NA,NA,NA,NA
"17010","Gongolais Cookie","Vanilla Meringue","Marzipan Cookie","Chocolate Croissant",NA,NA,NA,NA
"17011","Blueberry Tart","Vanilla Meringue","Apricot Croissant","Bottled Water","Hot Coffee",NA,NA,NA
"17012","Vanilla Meringue","Walnut Cookie","Single Espresso",NA,NA,NA,NA,NA
"17013","Casino Cake","Apricot Croissant","Bottled Water","Vanilla Frappuccino",NA,NA,NA,NA
"17014","Marzipan Cookie","Tuile Cookie","Green Tea",NA,NA,NA,NA,NA
"17015","Coffee Eclair","Almond Tart","Ganache Cookie","Apple Croissant","Raspberry Lemonade",NA,NA,NA
"17016","Chocolate Eclair","Walnut Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"17017","Chocolate Tart","Walnut Cookie","Chocolate Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"17018","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17019","Tuile Cookie","Hot Coffee","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17020","Apple Pie","Berry Tart","Chocolate Tart","Lemon Tart","Marzipan Cookie","Apple Danish","Almond Bear Claw","Chocolate Coffee"
"17021","Almond Tart","Almond Croissant",NA,NA,NA,NA,NA,NA
"17022","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17023","Strawberry Cake","Napoleon Cake","Blueberry Tart","Apricot Danish","Blueberry Danish","Orange Juice","Single Espresso",NA
"17024","Opera Cake","Cherry Tart","Raspberry Cookie","Apricot Danish",NA,NA,NA,NA
"17025","Apricot Tart","Berry Tart","Green Tea","Bottled Water",NA,NA,NA,NA
"17026","Coffee Eclair","Blackberry Tart","Blueberry Tart","Lemon Lemonade","Single Espresso",NA,NA,NA
"17027","Truffle Cake","Walnut Cookie","Apple Croissant",NA,NA,NA,NA,NA
"17028","Coffee Eclair","Apricot Croissant",NA,NA,NA,NA,NA,NA
"17029","Napoleon Cake","Marzipan Cookie","Almond Bear Claw",NA,NA,NA,NA,NA
"17030","Walnut Cookie","Orange Juice",NA,NA,NA,NA,NA,NA
"17031","Lemon Cake","Chocolate Eclair","Berry Tart","Blackberry Tart","Apricot Croissant","Cheese Croissant","Bottled Water",NA
"17032","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"17033","Coffee Eclair","Apple Pie","Apricot Tart","Chocolate Croissant","Almond Twist","Hot Coffee",NA,NA
"17034","Truffle Cake","Coffee Eclair","Chocolate Tart","Tuile Cookie","Almond Bear Claw",NA,NA,NA
"17035","Chocolate Tart","Marzipan Cookie","Apricot Croissant","Lemon Lemonade","Cherry Soda",NA,NA,NA
"17036","Pecan Tart","Gongolais Cookie","Cheese Croissant","Orange Juice","Cherry Soda",NA,NA,NA
"17037","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17038","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"17039","Chocolate Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"17040","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17041","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"17042","Hot Coffee",NA,NA,NA,NA,NA,NA,NA
"17043","Opera Cake","Coffee Eclair","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA
"17044","Blueberry Tart","Almond Bear Claw","Orange Juice",NA,NA,NA,NA,NA
"17045","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17046","Lemon Cake","Apple Tart","Lemon Lemonade",NA,NA,NA,NA,NA
"17047","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17048","Lemon Tart","Vanilla Meringue","Bottled Water",NA,NA,NA,NA,NA
"17049","Apple Pie","Gongolais Cookie","Raspberry Cookie","Walnut Cookie","Single Espresso",NA,NA,NA
"17050","Blackberry Tart","Cherry Tart","Lemon Cookie","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"17051","Apricot Croissant","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA
"17052","Apple Tart","Raspberry Cookie","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA,NA
"17053","Casino Cake","Opera Cake","Chocolate Croissant",NA,NA,NA,NA,NA
"17054","Lemon Cake","Coffee Eclair","Blackberry Tart","Lemon Cookie","Single Espresso",NA,NA,NA
"17055","Chocolate Eclair","Chocolate Meringue","Blueberry Danish",NA,NA,NA,NA,NA
"17056","Chocolate Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"17057","Chocolate Eclair","Gongolais Cookie","Almond Bear Claw",NA,NA,NA,NA,NA
"17058","Chocolate Cake","Opera Cake","Vanilla Eclair","Pecan Tart",NA,NA,NA,NA
"17059","Chocolate Eclair","Gongolais Cookie","Chocolate Meringue",NA,NA,NA,NA,NA
"17060","Apple Pie","Apricot Tart","Chocolate Tart","Walnut Cookie","Apricot Danish","Raspberry Lemonade","Chocolate Coffee","Vanilla Frappuccino"
"17061","Chocolate Cake","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA
"17062","Blackberry Tart","Pecan Tart","Gongolais Cookie","Tuile Cookie","Raspberry Lemonade","Hot Coffee",NA,NA
"17063","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17064","Truffle Cake","Napoleon Cake","Gongolais Cookie","Cherry Soda",NA,NA,NA,NA
"17065","Lemon Cake","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"17066","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA,NA
"17067","Opera Cake","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA
"17068","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"17069","Gongolais Cookie","Tuile Cookie","Apricot Croissant","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"17070","Apple Croissant",NA,NA,NA,NA,NA,NA,NA
"17071","Truffle Cake","Gongolais Cookie","Tuile Cookie","Chocolate Coffee","Vanilla Frappuccino",NA,NA,NA
"17072","Blueberry Tart","Lemon Tart","Cherry Soda",NA,NA,NA,NA,NA
"17073","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"17074","Gongolais Cookie","Orange Juice","Hot Coffee",NA,NA,NA,NA,NA
"17075","Lemon Cake","Single Espresso",NA,NA,NA,NA,NA,NA
"17076","Lemon Cake","Lemon Tart","Chocolate Meringue",NA,NA,NA,NA,NA
"17077","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17078","Almond Tart","Blueberry Tart","Gongolais Cookie","Apple Croissant","Almond Bear Claw","Vanilla Frappuccino",NA,NA
"17079","Napoleon Cake","Vanilla Meringue","Cheese Croissant","Orange Juice","Cherry Soda",NA,NA,NA
"17080","Chocolate Cake","Coffee Eclair","Napoleon Cake","Apricot Tart","Pecan Tart",NA,NA,NA
"17081","Lemon Tart","Ganache Cookie","Raspberry Cookie","Lemon Cookie",NA,NA,NA,NA
"17082","Strawberry Cake","Truffle Cake","Napoleon Cake","Blackberry Tart","Ganache Cookie","Lemon Cookie","Lemon Lemonade","Vanilla Frappuccino"
"17083","Vanilla Meringue","Almond Bear Claw","Single Espresso",NA,NA,NA,NA,NA
"17084","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17085","Coffee Eclair","Blackberry Tart","Blueberry Tart","Single Espresso",NA,NA,NA,NA
"17086","Opera Cake","Vanilla Eclair","Cherry Tart","Vanilla Meringue","Apple Croissant","Apricot Danish","Blueberry Danish","Orange Juice"
"17087","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"17088","Casino Cake","Napoleon Cake","Gongolais Cookie","Almond Croissant","Apricot Croissant","Almond Bear Claw",NA,NA
"17089","Blueberry Tart","Chocolate Tart","Chocolate Croissant","Lemon Lemonade",NA,NA,NA,NA
"17090","Chocolate Eclair","Blueberry Tart","Raspberry Cookie","Cheese Croissant","Almond Twist","Almond Bear Claw",NA,NA
"17091","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"17092","Lemon Cookie","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"17093","Apricot Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"17094","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"17095","Lemon Cake","Casino Cake","Apple Tart","Lemon Tart","Raspberry Lemonade","Vanilla Frappuccino","Cherry Soda",NA
"17096","Apricot Croissant","Orange Juice","Cherry Soda",NA,NA,NA,NA,NA
"17097","Chocolate Cake","Vanilla Eclair","Marzipan Cookie","Apricot Croissant","Chocolate Coffee",NA,NA,NA
"17098","Opera Cake","Truffle Cake","Chocolate Eclair","Coffee Eclair","Cherry Tart","Apricot Danish","Vanilla Frappuccino",NA
"17099","Gongolais Cookie","Marzipan Cookie","Bottled Water",NA,NA,NA,NA,NA
"17100","Opera Cake","Cherry Tart","Apricot Danish","Vanilla Frappuccino",NA,NA,NA,NA
"17101","Berry Tart","Ganache Cookie","Bottled Water",NA,NA,NA,NA,NA
"17102","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17103","Gongolais Cookie","Vanilla Meringue","Cheese Croissant",NA,NA,NA,NA,NA
"17104","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17105","Lemon Cookie","Marzipan Cookie","Tuile Cookie","Almond Bear Claw","Vanilla Frappuccino",NA,NA,NA
"17106","Casino Cake","Blueberry Tart","Walnut Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA
"17107","Almond Tart","Chocolate Tart","Tuile Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA
"17108","Lemon Cake","Lemon Tart","Raspberry Lemonade",NA,NA,NA,NA,NA
