"","P1","P2","P3","P4","P5","P6","P7","P8"
"3932","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"3933","Apple Pie","Blueberry Tart","Almond Bear Claw",NA,NA,NA,NA,NA
"3934","Apricot Tart","Single Espresso",NA,NA,NA,NA,NA,NA
"3935","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"3936","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"3937","Almond Tart","Blackberry Tart","Almond Croissant",NA,NA,NA,NA,NA
"3938","Marzipan Cookie","Tuile Cookie","Apple Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"3939","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"3940","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"3941","Casino Cake","Opera Cake","Strawberry Cake","Coffee Eclair","Napoleon Cake","Berry Tart","Blackberry Tart","Chocolate Coffee"
"3942","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"3943","Casino Cake","Lemon Cookie","Orange Juice",NA,NA,NA,NA,NA
"3944","Strawberry Cake","Napoleon Cake","Orange Juice",NA,NA,NA,NA,NA
"3945","Apple Tart","Berry Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"3946","Vanilla Meringue","Walnut Cookie","Almond Croissant","Almond Twist","Orange Juice",NA,NA,NA
"3947","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"3948","Apple Tart","Vanilla Meringue","Apple Croissant","Apple Danish",NA,NA,NA,NA
"3949","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"3950","Strawberry Cake","Coffee Eclair","Almond Croissant",NA,NA,NA,NA,NA
"3951","Blackberry Tart","Almond Croissant","Apple Danish","Lemon Lemonade",NA,NA,NA,NA
"3952","Pecan Tart",NA,NA,NA,NA,NA,NA,NA
"3953","Lemon Cake","Gongolais Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"3954","Berry Tart","Pecan Tart","Tuile Cookie","Bottled Water",NA,NA,NA,NA
"3955","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"3956","Chocolate Cake","Lemon Cake","Casino Cake","Opera Cake","Vanilla Eclair","Lemon Cookie","Almond Croissant","Chocolate Coffee"
"3957","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"3958","Lemon Cake","Cherry Soda",NA,NA,NA,NA,NA,NA
"3959","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"3960","Truffle Cake","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA,NA
"3961","Almond Tart","Apricot Tart","Raspberry Cookie","Chocolate Coffee","Single Espresso",NA,NA,NA
"3962","Berry Tart","Chocolate Meringue","Bottled Water","Vanilla Frappuccino",NA,NA,NA,NA
"3963","Almond Tart",NA,NA,NA,NA,NA,NA,NA
"3964","Ganache Cookie","Cheese Croissant","Almond Bear Claw","Orange Juice",NA,NA,NA,NA
"3965","Chocolate Eclair","Lemon Tart","Almond Bear Claw",NA,NA,NA,NA,NA
"3966","Opera Cake","Almond Tart","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"3967","Walnut Cookie","Apple Croissant","Bottled Water","Chocolate Coffee",NA,NA,NA,NA
"3968","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"3969","Apple Tart","Lemon Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA
"3970","Vanilla Eclair","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"3971","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"3972","Almond Tart","Apricot Danish","Lemon Lemonade",NA,NA,NA,NA,NA
"3973","Apple Pie","Ganache Cookie","Apricot Croissant","Chocolate Croissant",NA,NA,NA,NA
"3974","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"3975","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"3976","Napoleon Cake","Apple Pie","Apple Tart","Berry Tart","Tuile Cookie","Bottled Water",NA,NA
"3977","Chocolate Cake","Casino Cake","Almond Croissant","Chocolate Coffee",NA,NA,NA,NA
"3978","Casino Cake","Apple Tart","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"3979","Truffle Cake","Berry Tart","Chocolate Tart","Marzipan Cookie","Bottled Water","Cherry Soda",NA,NA
"3980","Lemon Cake","Truffle Cake","Gongolais Cookie","Cherry Soda",NA,NA,NA,NA
"3981","Bottled Water",NA,NA,NA,NA,NA,NA,NA
"3982","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"3983","Truffle Cake","Apple Pie","Gongolais Cookie",NA,NA,NA,NA,NA
"3984","Lemon Cake","Truffle Cake","Lemon Tart","Tuile Cookie","Walnut Cookie","Apricot Croissant",NA,NA
"3985","Opera Cake","Apple Pie","Chocolate Tart","Cheese Croissant","Chocolate Coffee",NA,NA,NA
"3986","Strawberry Cake","Napoleon Cake","Chocolate Croissant","Chocolate Coffee",NA,NA,NA,NA
"3987","Berry Tart","Apple Croissant","Apple Danish","Almond Twist",NA,NA,NA,NA
"3988","Opera Cake","Coffee Eclair","Cheese Croissant","Apple Danish","Orange Juice",NA,NA,NA
"3989","Gongolais Cookie","Tuile Cookie","Almond Croissant",NA,NA,NA,NA,NA
"3990","Lemon Cake","Apricot Tart","Vanilla Meringue","Tuile Cookie","Apple Danish","Vanilla Frappuccino",NA,NA
"3991","Berry Tart","Lemon Cookie","Tuile Cookie","Raspberry Lemonade",NA,NA,NA,NA
"3992","Coffee Eclair","Apple Pie","Raspberry Cookie","Apricot Danish","Almond Twist",NA,NA,NA
"3993","Chocolate Tart","Walnut Cookie","Apple Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"3994","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"3995","Chocolate Meringue","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"3996","Lemon Cake","Blueberry Tart","Lemon Tart","Almond Croissant",NA,NA,NA,NA
"3997","Chocolate Cake","Casino Cake","Strawberry Cake","Apricot Danish","Orange Juice","Chocolate Coffee",NA,NA
"3998","Lemon Cake","Pecan Tart","Apricot Croissant","Apricot Danish",NA,NA,NA,NA
"3999","Lemon Cake","Almond Tart","Lemon Tart","Walnut Cookie","Almond Twist","Cherry Soda",NA,NA
"4000","Napoleon Cake","Apple Pie","Lemon Tart","Green Tea",NA,NA,NA,NA
"4001","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4002","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4003","Pecan Tart","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"4004","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4005","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4006","Opera Cake","Cherry Tart","Ganache Cookie","Walnut Cookie","Apricot Danish",NA,NA,NA
"4007","Blueberry Tart","Apricot Croissant","Cheese Croissant","Hot Coffee",NA,NA,NA,NA
"4008","Cherry Tart","Lemon Cookie","Tuile Cookie","Cheese Croissant","Orange Juice",NA,NA,NA
"4009","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4010","Lemon Cake","Blueberry Tart","Ganache Cookie","Vanilla Meringue","Apple Danish","Almond Bear Claw","Chocolate Coffee",NA
"4011","Truffle Cake","Cherry Tart","Cherry Soda",NA,NA,NA,NA,NA
"4012","Coffee Eclair","Cherry Tart","Pecan Tart","Vanilla Meringue","Walnut Cookie","Apricot Danish","Bottled Water",NA
"4013","Apple Tart","Cherry Tart","Green Tea",NA,NA,NA,NA,NA
"4014","Strawberry Cake","Coffee Eclair","Lemon Tart","Tuile Cookie","Apple Croissant","Almond Twist","Green Tea","Bottled Water"
"4015","Raspberry Lemonade","Hot Coffee","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4016","Apple Pie","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"4017","Cherry Tart","Apple Croissant","Almond Twist","Cherry Soda",NA,NA,NA,NA
"4018","Apple Tart",NA,NA,NA,NA,NA,NA,NA
"4019","Strawberry Cake","Truffle Cake","Single Espresso",NA,NA,NA,NA,NA
"4020","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4021","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4022","Chocolate Tart","Pecan Tart","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA
"4023","Chocolate Cake","Blackberry Tart","Pecan Tart","Blueberry Danish","Green Tea",NA,NA,NA
"4024","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4025","Lemon Cake","Lemon Cookie","Almond Twist","Cherry Soda",NA,NA,NA,NA
"4026","Apricot Tart","Cheese Croissant","Apricot Danish","Green Tea",NA,NA,NA,NA
"4027","Vanilla Eclair","Apple Pie",NA,NA,NA,NA,NA,NA
"4028","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"4029","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4030","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4031","Lemon Tart","Ganache Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4032","Chocolate Cake","Coffee Eclair","Almond Croissant","Apple Croissant","Apple Danish","Hot Coffee","Chocolate Coffee","Vanilla Frappuccino"
"4033","Chocolate Tart",NA,NA,NA,NA,NA,NA,NA
"4034","Strawberry Cake","Blackberry Tart","Lemon Tart",NA,NA,NA,NA,NA
"4035","Berry Tart","Apple Danish","Almond Bear Claw","Bottled Water","Single Espresso",NA,NA,NA
"4036","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"4037","Chocolate Cake","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4038","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4039","Casino Cake","Chocolate Eclair","Coffee Eclair","Green Tea",NA,NA,NA,NA
"4040","Vanilla Eclair","Tuile Cookie","Walnut Cookie","Almond Croissant","Cherry Soda",NA,NA,NA
"4041","Apricot Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4042","Blueberry Tart","Apple Croissant","Apple Danish","Blueberry Danish",NA,NA,NA,NA
"4043","Opera Cake","Truffle Cake","Chocolate Eclair","Cherry Tart","Apricot Danish","Almond Bear Claw","Orange Juice",NA
"4044","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4045","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4046","Opera Cake","Strawberry Cake","Ganache Cookie",NA,NA,NA,NA,NA
"4047","Apple Danish","Almond Twist","Single Espresso",NA,NA,NA,NA,NA
"4048","Apricot Tart","Berry Tart","Gongolais Cookie","Chocolate Coffee",NA,NA,NA,NA
"4049","Lemon Cake","Truffle Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4050","Cheese Croissant","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"4051","Strawberry Cake","Berry Tart","Apple Croissant","Raspberry Lemonade",NA,NA,NA,NA
"4052","Casino Cake","Opera Cake","Apricot Tart","Berry Tart","Bottled Water","Cherry Soda",NA,NA
"4053","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"4054","Chocolate Eclair","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"4055","Vanilla Eclair","Marzipan Cookie","Apricot Croissant","Apple Danish",NA,NA,NA,NA
"4056","Cherry Soda",NA,NA,NA,NA,NA,NA,NA
"4057","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4058","Chocolate Cake","Lemon Cake","Casino Cake","Chocolate Tart","Ganache Cookie","Tuile Cookie","Raspberry Lemonade","Cherry Soda"
"4059","Pecan Tart","Marzipan Cookie","Tuile Cookie","Almond Bear Claw",NA,NA,NA,NA
"4060","Chocolate Eclair","Apricot Danish",NA,NA,NA,NA,NA,NA
"4061","Opera Cake","Chocolate Tart","Cherry Soda",NA,NA,NA,NA,NA
"4062","Chocolate Meringue","Marzipan Cookie","Apple Danish","Almond Twist","Almond Bear Claw",NA,NA,NA
"4063","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4064","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4065","Napoleon Cake","Ganache Cookie","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4066","Lemon Tart","Vanilla Meringue","Apple Danish",NA,NA,NA,NA,NA
"4067","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"4068","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4069","Vanilla Eclair","Apple Pie","Blackberry Tart","Hot Coffee","Chocolate Coffee",NA,NA,NA
"4070","Lemon Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4071","Lemon Cake","Blackberry Tart","Lemon Tart",NA,NA,NA,NA,NA
"4072","Lemon Tart","Walnut Cookie","Apple Croissant","Raspberry Lemonade","Hot Coffee","Single Espresso",NA,NA
"4073","Vanilla Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4074","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"4075","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4076","Opera Cake","Chocolate Tart","Lemon Cookie","Tuile Cookie","Apricot Danish","Apple Danish","Green Tea","Vanilla Frappuccino"
"4077","Chocolate Eclair","Apple Tart","Chocolate Tart","Orange Juice","Bottled Water","Chocolate Coffee",NA,NA
"4078","Cherry Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"4079","Opera Cake","Chocolate Eclair","Apple Pie","Blueberry Tart","Ganache Cookie","Lemon Cookie","Apricot Croissant","Hot Coffee"
"4080","Chocolate Eclair","Apple Danish","Almond Twist","Chocolate Coffee",NA,NA,NA,NA
"4081","Strawberry Cake","Napoleon Cake","Vanilla Meringue","Almond Twist",NA,NA,NA,NA
"4082","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4083","Coffee Eclair","Chocolate Tart","Ganache Cookie","Vanilla Meringue",NA,NA,NA,NA
"4084","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"4085","Strawberry Cake","Chocolate Eclair","Apple Tart","Apricot Tart",NA,NA,NA,NA
"4086","Opera Cake","Berry Tart","Apple Danish",NA,NA,NA,NA,NA
"4087","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4088","Apple Tart","Cherry Tart","Pecan Tart","Chocolate Meringue",NA,NA,NA,NA
"4089","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4090","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4091","Blueberry Tart","Apricot Croissant","Blueberry Danish","Hot Coffee",NA,NA,NA,NA
"4092","Cherry Tart","Lemon Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"4093","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4094","Opera Cake","Blueberry Tart","Pecan Tart","Tuile Cookie","Almond Twist",NA,NA,NA
"4095","Chocolate Cake","Apple Pie","Apricot Tart","Blueberry Tart","Gongolais Cookie","Apricot Croissant","Orange Juice",NA
"4096","Opera Cake","Apple Tart","Cherry Tart","Apricot Danish","Apple Danish","Hot Coffee",NA,NA
"4097","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4098","Chocolate Eclair","Apricot Tart","Berry Tart","Apple Danish","Hot Coffee",NA,NA,NA
"4099","Truffle Cake","Raspberry Cookie","Chocolate Meringue","Raspberry Lemonade",NA,NA,NA,NA
"4100","Truffle Cake","Chocolate Eclair","Almond Croissant","Apple Croissant","Hot Coffee",NA,NA,NA
"4101","Almond Tart","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA
"4102","Berry Tart","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"4103","Chocolate Tart","Ganache Cookie","Gongolais Cookie",NA,NA,NA,NA,NA
"4104","Apple Tart","Berry Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"4105","Opera Cake","Napoleon Cake","Cherry Tart","Vanilla Meringue","Apricot Croissant","Cheese Croissant","Apricot Danish",NA
"4106","Casino Cake","Truffle Cake","Gongolais Cookie","Vanilla Frappuccino","Cherry Soda",NA,NA,NA
"4107","Apple Danish","Raspberry Lemonade","Green Tea",NA,NA,NA,NA,NA
"4108","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4109","Apple Croissant",NA,NA,NA,NA,NA,NA,NA
"4110","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4111","Napoleon Cake","Apricot Croissant","Bottled Water",NA,NA,NA,NA,NA
"4112","Truffle Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA,NA
"4113","Truffle Cake","Gongolais Cookie","Almond Bear Claw",NA,NA,NA,NA,NA
"4114","Apple Tart","Apricot Danish","Orange Juice",NA,NA,NA,NA,NA
"4115","Coffee Eclair","Vanilla Meringue",NA,NA,NA,NA,NA,NA
"4116","Vanilla Eclair","Cheese Croissant","Orange Juice","Green Tea",NA,NA,NA,NA
"4117","Strawberry Cake","Napoleon Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4118","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4119","Strawberry Cake","Coffee Eclair","Tuile Cookie",NA,NA,NA,NA,NA
"4120","Truffle Cake","Chocolate Tart","Gongolais Cookie","Marzipan Cookie","Almond Twist","Vanilla Frappuccino",NA,NA
"4121","Truffle Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA,NA
"4122","Casino Cake","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"4123","Lemon Cake","Casino Cake","Napoleon Cake","Chocolate Tart","Apple Danish",NA,NA,NA
"4124","Vanilla Eclair","Pecan Tart",NA,NA,NA,NA,NA,NA
"4125","Opera Cake","Cherry Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA
"4126","Chocolate Cake","Casino Cake","Strawberry Cake","Chocolate Coffee",NA,NA,NA,NA
"4127","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4128","Opera Cake","Berry Tart","Raspberry Cookie","Almond Croissant","Green Tea",NA,NA,NA
"4129","Opera Cake","Marzipan Cookie","Almond Twist",NA,NA,NA,NA,NA
"4130","Lemon Cake","Pecan Tart","Raspberry Cookie",NA,NA,NA,NA,NA
"4131","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4132","Opera Cake","Berry Tart","Cherry Tart","Tuile Cookie","Walnut Cookie","Apricot Danish",NA,NA
"4133","Lemon Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4134","Vanilla Eclair","Almond Croissant","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"4135","Chocolate Cake","Casino Cake","Walnut Cookie","Chocolate Coffee",NA,NA,NA,NA
"4136","Ganache Cookie","Chocolate Meringue",NA,NA,NA,NA,NA,NA
"4137","Lemon Cake","Strawberry Cake","Lemon Tart",NA,NA,NA,NA,NA
"4138","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4139","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"4140","Chocolate Eclair","Apple Tart","Chocolate Tart","Lemon Cookie","Chocolate Meringue","Walnut Cookie","Almond Croissant","Blueberry Danish"
"4141","Apple Croissant","Bottled Water",NA,NA,NA,NA,NA,NA
"4142","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"4143","Almond Tart","Apple Tart","Berry Tart","Chocolate Meringue","Apple Croissant","Bottled Water",NA,NA
"4144","Casino Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"4145","Chocolate Eclair","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA
"4146","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"4147","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4148","Strawberry Cake","Coffee Eclair","Apple Pie","Marzipan Cookie","Almond Twist","Hot Coffee",NA,NA
"4149","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"4150","Opera Cake","Apple Pie","Tuile Cookie","Chocolate Coffee",NA,NA,NA,NA
"4151","Casino Cake","Vanilla Eclair","Almond Tart","Berry Tart",NA,NA,NA,NA
"4152","Pecan Tart","Apple Danish",NA,NA,NA,NA,NA,NA
"4153","Chocolate Cake","Casino Cake","Strawberry Cake","Almond Tart","Cherry Tart","Pecan Tart","Almond Bear Claw","Raspberry Lemonade"
"4154","Chocolate Tart","Blueberry Danish",NA,NA,NA,NA,NA,NA
"4155","Strawberry Cake","Chocolate Tart","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA
"4156","Coffee Eclair","Apple Pie","Walnut Cookie","Almond Twist","Hot Coffee",NA,NA,NA
"4157","Chocolate Tart","Almond Croissant",NA,NA,NA,NA,NA,NA
"4158","Truffle Cake","Apple Croissant","Cheese Croissant","Almond Twist","Orange Juice","Bottled Water",NA,NA
"4159","Ganache Cookie","Almond Twist","Chocolate Coffee",NA,NA,NA,NA,NA
"4160","Almond Tart","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Cherry Soda","Single Espresso",NA,NA
"4161","Blackberry Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4162","Opera Cake",NA,NA,NA,NA,NA,NA,NA
"4163","Berry Tart","Apricot Danish","Orange Juice",NA,NA,NA,NA,NA
"4164","Berry Tart","Lemon Cookie","Almond Twist",NA,NA,NA,NA,NA
"4165","Chocolate Meringue","Blueberry Danish","Cherry Soda",NA,NA,NA,NA,NA
"4166","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4167","Marzipan Cookie","Tuile Cookie","Bottled Water",NA,NA,NA,NA,NA
"4168","Berry Tart","Blackberry Tart","Apple Danish","Bottled Water","Chocolate Coffee",NA,NA,NA
"4169","Truffle Cake","Bottled Water",NA,NA,NA,NA,NA,NA
"4170","Almond Tart","Berry Tart","Orange Juice",NA,NA,NA,NA,NA
"4171","Apple Croissant","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"4172","Casino Cake","Napoleon Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4173","Apple Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4174","Chocolate Cake","Casino Cake","Strawberry Cake","Apple Tart","Apricot Tart","Almond Twist","Chocolate Coffee","Single Espresso"
"4175","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4176","Truffle Cake","Chocolate Tart","Raspberry Cookie",NA,NA,NA,NA,NA
"4177","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"4178","Chocolate Tart","Lemon Cookie","Walnut Cookie","Apricot Croissant","Almond Twist","Raspberry Lemonade","Bottled Water","Vanilla Frappuccino"
"4179","Cherry Tart","Ganache Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"4180","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4181","Opera Cake","Truffle Cake","Chocolate Eclair","Orange Juice",NA,NA,NA,NA
"4182","Chocolate Cake","Apple Pie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4183","Blueberry Tart","Chocolate Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"4184","Coffee Eclair","Apple Pie","Apple Tart","Marzipan Cookie","Tuile Cookie","Almond Twist","Lemon Lemonade","Cherry Soda"
"4185","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"4186","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"4187","Cherry Tart","Lemon Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"4188","Lemon Cookie",NA,NA,NA,NA,NA,NA,NA
"4189","Napoleon Cake","Apricot Tart","Raspberry Lemonade",NA,NA,NA,NA,NA
"4190","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"4191","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4192","Lemon Cake","Strawberry Cake","Napoleon Cake","Berry Tart","Vanilla Frappuccino",NA,NA,NA
"4193","Opera Cake","Lemon Cookie","Chocolate Meringue","Tuile Cookie","Apple Croissant",NA,NA,NA
"4194","Gongolais Cookie","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA
"4195","Chocolate Tart","Raspberry Cookie","Chocolate Croissant","Lemon Lemonade",NA,NA,NA,NA
"4196","Berry Tart","Apricot Danish","Bottled Water",NA,NA,NA,NA,NA
"4197","Gongolais Cookie","Vanilla Meringue","Apple Croissant",NA,NA,NA,NA,NA
"4198","Apricot Tart","Raspberry Cookie","Marzipan Cookie","Almond Twist",NA,NA,NA,NA
"4199","Ganache Cookie","Almond Croissant","Apricot Danish","Apple Danish",NA,NA,NA,NA
"4200","Lemon Tart","Cherry Soda",NA,NA,NA,NA,NA,NA
"4201","Vanilla Eclair","Chocolate Tart","Lemon Cookie",NA,NA,NA,NA,NA
"4202","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4203","Blackberry Tart","Blueberry Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"4204","Chocolate Tart","Raspberry Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"4205","Blueberry Tart","Chocolate Tart","Apricot Croissant","Apricot Danish","Hot Coffee",NA,NA,NA
"4206","Lemon Cake","Coffee Eclair","Blackberry Tart","Gongolais Cookie","Single Espresso",NA,NA,NA
"4207","Casino Cake","Apple Tart","Single Espresso",NA,NA,NA,NA,NA
"4208","Chocolate Eclair","Coffee Eclair","Apple Tart","Blueberry Tart","Marzipan Cookie",NA,NA,NA
"4209","Opera Cake","Coffee Eclair","Vanilla Eclair","Napoleon Cake","Pecan Tart","Tuile Cookie","Apricot Croissant","Vanilla Frappuccino"
"4210","Vanilla Meringue",NA,NA,NA,NA,NA,NA,NA
"4211","Opera Cake","Apple Pie","Berry Tart","Cherry Tart","Apricot Danish",NA,NA,NA
"4212","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4213","Chocolate Cake","Chocolate Meringue","Tuile Cookie","Bottled Water",NA,NA,NA,NA
"4214","Tuile Cookie","Apricot Croissant","Blueberry Danish",NA,NA,NA,NA,NA
"4215","Opera Cake","Coffee Eclair","Almond Tart","Lemon Cookie","Tuile Cookie","Green Tea",NA,NA
"4216","Vanilla Eclair","Cherry Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"4217","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4218","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4219","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4220","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Lemon Lemonade",NA,NA,NA,NA
